,with_overlap,500 Characters,1000 Characters,1500 Characters
180,Overlap,,,0.3682986564934537
181,Overlap,0.540636035156499,0.4670082739948138,
182,Overlap,,,
183,Overlap,,,0.412073072334694
184,Overlap,0.4145360397111303,,0.5806727612914928
185,Overlap,0.7329527008505002,,0.5987346515810934
186,Overlap,0.3746118229075172,0.526239384571966,
187,Overlap,,0.9909822635511364,
188,Overlap,0.5138590042606548,,0.71239059671603
189,Overlap,0.5054991143692887,,
190,Overlap,0.5082088929072177,,0.5602837057417541
191,Overlap,,,0.9444561562440597
192,Overlap,,0.5953405812013024,
193,Overlap,,,
194,Overlap,,,0.4512270108865955
195,Overlap,0.5132323132069736,0.5231903449507578,
196,Overlap,,,
197,Overlap,,0.5287933858872975,
198,Overlap,,0.3911606439561849,0.6000038987112506
199,Overlap,,0.5350743618046855,0.9837931458795572
200,Overlap,,,
201,Overlap,0.5502011901808315,0.543458882210478,
202,Overlap,,0.6569802380605403,0.5970938514902526
203,Overlap,0.4792215486125464,,
204,Overlap,,0.4750576893109954,0.6739438519503737
205,Overlap,0.7280148183429213,0.1636173895036215,
206,Overlap,0.5028362595761122,0.4875343336097144,
207,Overlap,0.8080462729723423,,0.6990498798627234
208,Overlap,0.5672621356027148,0.7153017228181862,
209,Overlap,,,
210,Overlap,0.1844866287378004,,
211,Overlap,,,
212,Overlap,,,0.6006500548542879
213,Overlap,0.3813238049478486,,0.3819386424211344
214,Overlap,,0.5874092183326522,0.4616127137793058
215,Overlap,0.6841489852638034,0.4245284123035359,0.5859916571411307
216,Overlap,,,
217,Overlap,,0.3801759585211743,0.4738415023642752
218,Overlap,0.3885543288898485,,0.7079709682346591
219,Overlap,0.1990412758080109,0.6889748925894994,
220,Overlap,,,
221,Overlap,,0.957272557647934,
222,Overlap,0.5976074130478425,,0.6432165029185251
223,Overlap,,,0.5100470396623678
224,Overlap,,0.3310777607979383,0.3867336438994582
225,Overlap,0.6727394388944118,0.655085513867302,
226,Overlap,0.5931619949308337,,0.6657655759327077
227,Overlap,,,
228,Overlap,0.3970835636195388,0.4557388010553789,
229,Overlap,,,
230,Overlap,0.1410921892693389,,0.7344727693434444
231,Overlap,,,0.6202062514614012
232,No Overlap,,,
233,No Overlap,,,
234,No Overlap,,,0.4834586189735636
235,No Overlap,,,0.5738638086782998
236,No Overlap,,0.2882993848602813,
237,No Overlap,,0.7054548624649895,
238,No Overlap,0.4251668621543738,0.404861287779815,0.4609837144247954
239,No Overlap,0.4931020155321426,0.4975137204843547,
240,No Overlap,,0.4478980622288768,0.5607924789405339
241,No Overlap,,,
242,No Overlap,0.3649651073101826,0.5430130516143888,
243,No Overlap,0.3207792161714411,0.5982547528468782,0.3507218332473181
244,No Overlap,0.3737353878808911,0.4409555180915279,0.3959763118857305
245,No Overlap,0.6046372785948818,,
246,No Overlap,0.4801646762483383,0.4829663746223019,0.6120123487823808
247,No Overlap,,0.6037926584487612,0.4802295524066395
248,No Overlap,,0.3853809055869478,
249,No Overlap,,0.4816894499477551,0.4491405074792514
250,No Overlap,,0.375243843665537,0.3917241190746386
251,No Overlap,0.7154131846709693,,0.7623611311989437
252,No Overlap,,0.7611854750835714,
253,No Overlap,,0.2816324521090635,
254,No Overlap,0.8232875371270308,,
255,No Overlap,0.4975164929041471,0.6009392669632188,
256,No Overlap,0.5222332314518756,,0.5852948875923419
